,Movie Title,Plot Summary,Cover Image,Year,Source
0,Escape Room (2019 film),"Six people from varied backgrounds are presented with a puzzle cube: Zoey, a physics student; Jason, a wealthy daytrader; Ben, a stockboy; Mike, a truck driver; Amanda, an Iraq War veteran; and Danny, an escape room enthusiast. When they solve the puzzle, they are invited to take part in an escape room with a $10,000 prize. The participants arrive at an office block with no greeting, and when Ben tries to leave, the door handle falls off, revealing that the challenge has begun. They escape the first two rooms, a giant heating oven and a winter cabin. After finding the key, however, the rooms become fatal. Danny falls through the ice in an icy room and drowns; Amanda plummets to her death in an upside-down billiards bar where parts of the floor periodically fall into a deep shaft below; Jason shocks Mike to death to solve a puzzle in a hospital room filling up with poisonous gas, leaving Zoey behind to die after she refuses to leave in order to destroy security cameras; and in a room with optical illusions, strobe lights and transdermal drugs coating the surfaces, Ben kills Jason over an antidote required to escape.
Some rooms, through songs playing, coats, and hospital beds, remind the players of them being sole survivors of various disasters; Mike escaped a mine cave-in, Zoey survived a plane crash, Danny survived when his family died of carbon monoxide poisoning, Amanda survived an IED blast, Jason survived a shipwreck in frigid weather, and Ben survived a car accident where his friends died. Zoey realizes that the purpose of the game is to determine which player is the luckiest. Ben, after escaping the last room where a wall moves inwards to crush him, meets the Gamemaster, who controls the game that the Puzzle Maker designed. The Gamemaster explains that each year they lure in players with something in common – college athletes, savants, etc. – and wealthy viewers bet on the result, with the current game luring in sole survivors of previous disasters. The Gamemaster tries to kill Ben, but Zoey intervenes, having used an oxygen mask in the hospital room to survive until the room was unlocked by cleaning staff. Together they kill the Gamemaster.
As Ben recovers, Zoey returns to the building with a detective. The police do not believe Zoey, as all evidence of the game has disappeared. They do not believe Ben either, as he is found to have drugs in his system from a previous room. While looking at the graffiti on the wall, Zoey notices the words ""No Way Out"" and realizes they are an anagram for ""Wootan Yu"", a name that appeared in several places throughout the escape rooms, suggesting the game is not over. Six months later, Zoey meets up with Ben and shows him newspaper articles that passed off the other players' deaths as everyday accidents. When Ben suggests Zoey should move on, she refuses. She reveals clues to Ben that point to an unlisted building in Manhattan. Ben agrees to go with her. However, the Puzzle Maker is already preparing to make their flight a new deadly game of survival.
",upload.wikimedia.org/wikipedia/en/thumb/9/99/Escape_Room_%282019_poster%29.png/220px-Escape_Room_%282019_poster%29.png,2019,https://en.wikipedia.org//wiki/Escape_Room_(2019_film)
1,Rust Creek,"Sawyer Scott, a senior at Centre College, receives an offer for a job interview in Washington, DC.  Embarrassed that she may not get the job, Sawyer skips Thanksgiving with her family to travel to the interview without telling anyone about her plans.  After encountering holiday traffic on I-64, she takes an alternate route but finds it partly closed off.  Traveling even deeper into the Appalachian forest, Sawyer eventually turns around but is spotted by brothers Hollister and Buck, who are burying a body.
Concerned she might have seen them, the brothers follow Sawyer and find her studying a paper map.  Initially offering help, the brothers soon become hostile when Sawyer rejects their invitation to dinner.  Buck and Sawyer are both wounded with his knife during the struggle. The brothers pursue her into the woods for a short distance but turn back as night falls.  Disoriented and injured, Sawyer spends the night in a ravine.
After receiving an abandoned vehicle report, county Sheriff O'Doyle questions Hollister and Buck, known local troublemakers, but they deny involvement with Sawyer's disappearance.  The brothers later return to Sawyer's vehicle and dispose of it over an embankment in the woods, resuming their search for her.  Sawyer finds the wreckage of her car and discovers her cell phone, but the phone has a dying battery and no cellular reception.  Suffering from hunger, dehydration, and blood loss, Sawyer loses consciousness near a dumping ground in the woods and is discovered by Lowell, a meth cook who is cousin to Hollister and Buck.  Lowell treats Sawyer's wounded leg and offers her food and water, but he binds her with ropes after she throws lye in his face in an escape attempt.  The brothers arrive to discuss Lowell's upcoming batch of meth but are suspicious when Lowell disallows them from entering.  After the brothers leave, Lowell explains that he is not holding Sawyer hostage but is waiting for the brothers to deliver the batch of meth so he can borrow their pickup and take her to safety. Sawyer relaxes and bonds with Lowell over a discussion of the chemistry involved with cooking meth, helping him prepare the batch.
At the sheriff's office, O'Doyle orders deputy Katz to ignore the missing vehicle report but allows Katz to contact the registered owner to put his mind at ease. When Kentucky State Police commander Slattery arrives, Katz relays the information he has gathered about Sawyer's disappearance.  Slattery expresses displeasure with O'Doyle's handling of the case and demands action, angering O'Doyle. O'Doyle returns to Hollister and Buck and demands they find Sawyer, revealing his involvement with their meth operation.  After Katz overhears a phone call between O'Doyle and the brothers, he tries to take the sheriff into custody, but O'Doyle kills him and has the brothers dispose of his body. When Slattery returns, O'Doyle ""discovers"" planted evidence that implicates Katz in Sawyer's disappearance and covers up Katz's murder.  While Slattery mobilizes the state police, taking over the investigation from O'Doyle, the sheriff leaves to help with the brothers' meth delivery, planning to upstage the drug cartel that has been moving into the region.
The brothers arrive at Lowell's to pick up the batch of meth and discover Sawyer's footprints on his doorstep, and realize that she was with him. Lowell claims he has Sawyer ""trained"", instructing her to microwave a cup of coffee for him from a thermos earlier seen to contain anhydrous ammonia.  The microwave explodes, killing Buck and badly injuring Lowell and Hollister, but Lowell shields Sawyer from the blast.  Sawyer escapes while the trailer burns, and Lowell struggles to overpower Hollister.  O'Doyle arrives and kills both cousins, then picks up Sawyer. Sawyer recognizes O'Doyle from an idiom he used previously in a conversation with Lowell which Sawyer overheard, and realizes his intentions are hostile, tipping him off.  O'Doyle leads her to the titular Rust Creek and tries to drown her, but she stabs him with a weeding fork she slipped from Lowell's trailer earlier. Finally free of her pursuers, Sawyer limps with determination down the road as multiple state police cruisers converge behind her.
",upload.wikimedia.org/wikipedia/en/thumb/c/cd/Rust_Creek_poster.jpg/220px-Rust_Creek_poster.jpg,2019,https://en.wikipedia.org//wiki/Rust_Creek
2,American Hangman,,upload.wikimedia.org/wikipedia/en/thumb/a/a5/American_hangman_xlg.jpg/220px-American_hangman_xlg.jpg,2019,https://en.wikipedia.org//wiki/American_Hangman
3,A Dog's Way Home,"Lucas Ray and his friend Olivia, two residents of Denver, Colorado, find a puppy in a construction site along with many kittens and a mother cat. He names the dog Bella and takes her home to live with him and his mother, Terri.
Over the years, Lucas plays with and takes care of Bella. However, Lucas also continues to feed the cats at the old house, putting himself in the crosshairs of Günter Beckenbauer, who intends to demolish the house. He calls the city about the cats who live there, which delays the demolition.
Vengeful, Günter notifies animal control that Bella is a pitbull (despite not looking like one), because, in Denver, pitbulls are illegal, due to being a dangerous breed. That evening, overzealous animal control officer Chuck comes by to warn Lucas that if he finds Bella on the street, he will impound her.
The next day, when Bella gets out to chase a squirrel, Lucas catches up to her and prepares to take her home, but Chuck confiscates Bella and takes her into the local animal shelter. Lucas picks Bella up, pays a fine, and is allowed to take her home, but he is warned that if Bella is captured again, she will be euthanized. To avoid this, Lucas sends Bella to live with Olivia's aunt and uncle in Farmington, New Mexico, until he and his mother can find another home outside of Denver's urban limits.
However, Bella misses Lucas and leaves Farmington to begin a 400-mile journey home, which will take more than two years to complete. During Bella's journey, she befriends an orphaned cougar cub, whom she names ""Big Kitten."" Bella and Big Kitten encounter many ordeals together, including being hunted by a pack of coyotes, but a group of men help Bella and frighten the coyotes away. The three men give Bella food at their campsite and upon learning who her owner is, try to call Lucas, only to be scared away by the sudden arrival of Big Kitten.
During the winter, Bella helps rescue a man buried in an avalanche. Eventually, she reaches a small town, where she is taken in by a homeless veteran named Axel until he soon dies. Back in the wilderness, Bella is attacked by coyotes again, but Big Kitten, now fully grown, returns and intervenes, successfully fighting off the coyotes.
At each place Bella goes, she learns that each of her new friends has their own home, and how she must keep moving to get back to her family. After encountering further challenges, Bella finally makes it back to Denver, and she bids Big Kitten farewell before they part ways.
After briefly reuniting with the cat that looked after her as a puppy, Bella reaches the city's VA hospital, where she joyfully reunites with Lucas, Terri, and Olivia. Lucas prepares to take her to the vet to treat an injury she received when struck by a car, but when Lucas, Terri, and Lucas's friends bring Bella outside, Chuck arrives with several police officers, including police captain Mica.
Chuck claims that he needs to confiscate Bella again, with the threat to have Lucas and anyone who interferes arrested otherwise. Captain Mica states that he enforces the law, which states that Bella must be impounded, but Lucas and Terri stand up for Bella and point out he cannot confiscate her as the VA hospital is federal property, and thus is not technically part of Denver. Captain Mica allows Lucas to keep Bella as he has no jurisdiction.
Chuck threatens to pull Lucas over if he sees Bella leave the premises, but Captain Mica pulls him from public field duty for his over-zealousness and the number of complaints against him. He then orders the police officers not to pull anybody over just to impound a dog.
Lucas and Olivia manage to move into a new house in Golden with Bella, where they allow Pitbulls. Meanwhile, Big Kitten is revealed to be a mother herself as she and her cub watch over the city of Denver.
",upload.wikimedia.org/wikipedia/en/thumb/f/f9/A_Dog%27s_Way_Home.png/220px-A_Dog%27s_Way_Home.png,2019,https://en.wikipedia.org//wiki/A_Dog%27s_Way_Home
4,The Upside,"Speeding through New York City in a Ferrari, Dell Scott and quadriplegic Philip Lacasse are pulled over by the NYPD. Dell convinces the officers that he is rushing Philip to the emergency room; Philip grudgingly plays along, and the two are escorted to the hospital.
Six months earlier, Dell meets with his parole officer and needs signatures to prove he is seeking a job or he will be held in violation of his parole. He enters a building seeking a job in the penthouse home of Philip, a wealthy quadriplegic, who has lost the will to live. Philip, with his assistant Yvonne Pendleton, is interviewing candidates for the position of his ""life auxiliary"" caregiver. Dell barges in and demands a signature for his parole officer. Philip offers him the job, thinking his incompetent nature will result in his death, over Yvonne's objections, but Dell declines.
Dell visits his ex-wife Latrice and son Anthony at their dilapidated apartment, but neither is willing to accept Dell back into their lives. He gives Anthony a book he stole from Philip's library. Dell then accepts Philip's offer; Yvonne stipulates that he must show he can handle his responsibilities, and ""three strikes"" will get him immediately fired. Dell, having no training, is initially daunted, despite guidance from Philip's physical therapist Maggie, and quickly earns two strikes. Dell leaves to give his first paycheck to Latrice and asks for the stolen book back, but she refuses. Upon his return, Yvonne gives him a third strike for his unexplained absence, but Philip covers for him.
When Philip explains his strict Do Not Resuscitate order, Dell realizes he has lost the will to live, but when he finds Philip struggling to breathe, refuses to allow him to die. Dell takes Philip out into the city, where they share a joint to ease Philip's neurogenic pain. Dell and Philip begin to bond, and Philip tells Dell that he was paralyzed in a paragliding accident, and reveals the pain of losing his wife. Dell adjusts to caring for Philip, even modifying his wheelchair, and is introduced to opera and modern art; he creates his own painting, which Philip displays in the penthouse.
Dell suspects that Yvonne has feelings for Philip, but she informs him that Philip is in an epistolary relationship with a woman named Lily; they have never met or even spoken, corresponding only through letters. With Dell's encouragement, Philip leaves Lily a voicemail.
Philip joins Dell as he takes Anthony out for the day. Everything goes well until Dell asks Anthony for the book back; disappointed in his father, Anthony returns the book and leaves. Dell and Philip return home to a surprise birthday party Yvonne has organized with Philip's neighbors against his wishes. He argues with Dell, who then smashes various items around the room at his bidding as a means of catharsis. Dell and Philip share another joint, and then socialize at the party. Carter, a neighbor Philip dislikes, approaches him about Dell's criminal record, but Philip ignores him. Lily calls Philip, and they agree to have dinner.
At the restaurant, Philip reveals Carter bought Dell's painting for $50,000, which he gives him to start his own business. When Lily arrives, she allows Dell to leave, having researched Philip's condition in advance, but gradually becomes agitated and overwhelmed. Hurt, Philip abruptly ends the date and returns home, where he lashes out and fires Dell.
Time passes; Dell buys Latrice and Anthony a new home, and starts a business building motorized wheelchairs. Maggie asks Dell to help Philip, who has sunken into depression and driven Yvonne away. Dell takes Philip for a drive, leading up to the encounter with the police from the beginning of the film. They flee the hospital and repair their friendship. Dell surprises Philip with a paragliding trip, and is surprised himself when he is forced to join. Dell then brings Philip to meet Yvonne, leaving the two of them to reunite as he returns home to Latrice and Anthony.
",upload.wikimedia.org/wikipedia/en/8/83/The_Upside.png,2019,https://en.wikipedia.org//wiki/The_Upside
5,Replicas (film),"William Foster and Ed Whittle are biomedical research scientists working for Bionyne Corporation in Puerto Rico, attempting to transfer the mind of a dead soldier into an android with superhuman strength, codenamed Subject 345. Foster specializes in synthetic biology and mapping of the mind's neural pathways, while Whittle's specialty is reproductive human cloning. Foster successfully captures the soldier's neural map and transfers it into the android's synthetic brain, but the experiment fails when the soldier recoils in horror at the android body and destroys it, killing himself again. Foster's boss Jones warns him that if he cannot get Subject 345 to work, the company's shareholders will shut the project down.
Foster takes his wife Mona and three children Sophie, Matt, and Zoe, on a boating trip, but on the way all except Foster are killed in a car crash. Determined to resurrect his family, he coaxes Ed to bring him the Bionyne equipment necessary to extract his family's neural maps and to clone replacement bodies for them. He successfully extracts their neural maps and tells Whittle to dispose of the bodies, but the first major obstacle to his plan presents itself: only three cloning pods are available, forcing him to choose one to sacrifice. He chooses Zoe, the youngest, and erases her memory from the neural maps of the other three. Whittle starts the seventeen-day cycle required to create mature replacement clones for Foster's family, and tells him he has only that long to solve the problem of integrating the neural maps into the cloned bodies, or else they will start to deteriorate by aging at an abnormally fast rate. Integrating the mind into a biological clone was phase two of the research project, to be solved after android transfer. Foster is forced to keep this secret, since he and Whittle have stolen millions of dollars of Bionyne equipment and are breaking bioethics. He spends the seventeen days removing evidence of Zoe's existence from his home, and creating cover stories of illness to explain his family's absence from work, school, and social media contact.
When Foster notices his wife's central nervous system reacting to his touch, he realizes that Subject 345 failed because the mind expects connection to a biological body with heartbeat and respiration, rather than a synthetic one. He knows now that transfer into the clones will not be a problem, and the failure of android transfer can be solved by programming a simulated mind-body interface to make the android body appear biological. He successfully transfers the minds of his loved ones into the cloned bodies, then goes back to work creating a synthetic mind-body interface. When the next dead body he receives has suffered too much brain damage to be viable, Foster resorts to recording his own mind for the android transfer. Meanwhile, Sophie has a nightmare of her mother's death, and Mona catches Foster erasing her memory of the event. He confesses that they died in a car crash and that he resurrected them. The family soon discovers evidence of Zoe's existence that he missed, and he admits that he couldn't save Zoe and erased their memories of her.
Jones confronts Foster and reveals that he is aware of what Foster and Whittle have done. He tells him the research is not actually intended for medical purposes, but is being financed by the U.S. government to provide a military weapon, and that Foster's family are loose ends to be eliminated. Foster destroys the mind-body interface, incapacitates Jones, and flees, attempting to escape by boat. Jones' henchmen capture Foster's family. He pursues them to Bionyne, where it is clear that Whittle has sold them out. Jones kills Whittle and forces Foster to finish Subject 345. Foster uploads his own mind into Subject 345, who kills the henchmen and mortally wounds Jones. The two Fosters make a deal with Jones: he can live in a cloned body and become rich by working with Foster-345, selling clone transfers to wealthy people looking for a second life. Meanwhile, Foster is able to retire in peace with his family, including the newly cloned Zoe.
",upload.wikimedia.org/wikipedia/en/thumb/c/c9/Replicas_poster.jpg/220px-Replicas_poster.jpg,2019,https://en.wikipedia.org//wiki/Replicas_(film)
6,After Darkness (2019 film),"As the sun burns out and darkness shrouds the planet, the wealthy Beaty family – waiting for a pre-arranged rescue from their country estate – must reckon with long-held grudges and heal painful memories from the past.
Strict father Raymond, always mentally abusive to his wife and kids, becomes more so as he does not get a return call from the Senator who had promised to evacuate the Beaty family to a secure facility in caves.
Wife Georgina needs a steady supply of pills to deal with the mental break caused by the suicide of teenaged daughter Abbey five years earlier following a fight with her father after the discovery that Abbey was pregnant. Eldest child Raymond Jr. (Ray) left after his sister died, telling everyone that her suicide was due to their father. Second child Fred arrives with an unexpected (the family does not communicate much) girlfriend, Margot, who is nine months pregnant. Youngest child Clara, the only one still living at home, turns 15 a few days after the others arrive. Naively, she is the most hopeful of them all.
Raymond treats the family harshly, accusing Margot of being a gold digger wanting to be saved, constantly telling Georgina that she is responsible for Abbey's death, and chasing off Brian, Ray's boyfriend, when he shows up to spend his expected final days with the man he loves.
The world is plunged into constant night. Margot gives birth the same “day” that the senator finally calls, confirming that the cave plan was unsuccessful. Raymond tells the family that their evacuation is imminent, but Ray has overheard the phone call. While the others pack and Georgina prepares a meal, Ray gathers the same type of berry that Abbey ate to painlessly poison herself. He wordlessly takes them to his mother, who understands the truth and cooks them into the meal.
Before the family can eat, two armed men enter the house, demanding supplies. After Clara mentions the caves, and Raymond reveals that they do not exist, the family loses all hope. Raymond kills one intruder and the other gives up and leaves, although not before having a taste of the poisoned meal. Margot leaves with the baby, hoping to get back to her own family before the end of life on Earth.
The Beatys huddle together against the cold, all dozing off. In the morning, they are awakened by the Sun shining through the window. It is implied that, having given up all hope the family ate the berries off-screen and are now in some form of afterlife having discussed what their death would be like shortly before they fall asleep.
The Beatys leave the house together, finally united as a family, removing their heavy jackets to enjoy the warmth of the Sun.
",,2019,https://en.wikipedia.org//wiki/After_Darkness_(2019_film)
7,Glass (2019 film),"David Dunn / The Overseer and his son Joseph track down the Horde to an abandoned factory where he has four cheerleaders hostage to feed to the Beast, a superhuman personality the Horde all worship. Dunn rescues the cheerleaders and has a brief confrontation with the Beast until they are captured by Dr. Ellie Staple. They are taken to Raven Hill Memorial where a sedated Elijah Price / Mr. Glass, whom Dunn previously fought over a decade ago, is being held.
David and Kevin are placed in separate rooms that contain unique security measures based on their weaknesses of water and light flashes, respectively. Staple explains that she believes that they suffer from delusions of grandeur and do not have superpowers. Mrs. Price, Elijah's mother; Joseph Dunn; and Casey Cooke, a victim who survived The Horde's captivity,[a] all try and fail to convince Staple that superhumans are real. As part of her final evaluation, Staple brings the three men to a room where she challenges them with explanations for their seemingly superhuman abilities that are not supernatural. David and several of Kevin's personalities become confused and distraught, while Elijah remains catatonic.
That night, Elijah escapes from his room and conducts research on The Overseer and The Horde. He visits Kevin and says he has been feigning his sedated state and plans to escape the institute, but he requires the help of The Beast to do so. The next morning, Staple sees surveillance footage of Elijah outside his room and performs a prefrontal lobotomy-type procedure on him. When he is alone with his caretaker, Elijah kills the man, revealing the procedure was unsuccessful because Elijah had sabotaged the surgical laser. He frees Kevin and then manipulates David into using his strength to break out of his room by relating a plan for The Beast to reveal himself to the world at the opening of the Osaka Tower, a new skyscraper in Philadelphia, while Elijah destroys a chemical lab in the building, potentially killing thousands.
Mrs. Price, Casey, and Joseph arrive at Raven Hill just as Elijah, Kevin, and David escape. Staple, also witnessing the fight, decides to call the authorities to move in on the superhumans. David and The Beast fight in the Raven Hill parking lot for a while before Elijah tells The Beast that David's weakness is water, at which point Joseph reveals that Kevin's father died in the train wreck that Elijah caused. The Beast thanks Elijah for contributing to his creation by making it so that Kevin was raised solely by his abusive mother before mortally wounding him for manipulating the situation that led to Kevin's abuse. He throws David into a water storage tank, but David is able to break through the side, drenching the surrounding area. Casey manages to bring Kevin's dormant original personality into the ""light"", at which point a sniper fatally shoots him, and Kevin dies in Casey's arms. While a SWAT officer drowns David in a flooded pothole, Staple reveals she is part of a clandestine organization that has been suppressing the existence of superhumans for millennia by tracking and killing those with superhuman abilities, as they see such individuals as a threat to the stability of the world order.
In the aftermath, Staple deletes the surveillance footage of the confrontation and makes plans to move on to investigate the next case of suspected superhumans. However, when she overhears a group of comic book nerds discussing the tropes of a super-genius mastermind, she realizes Elijah must have had a secret plan and discovers he arranged for the Raven Hill surveillance footage of the fight to be live-streamed to a private website, leaving her and her organization defeated. Mrs. Price, Joseph, and Casey each receive a copy of the footage and release it to the public, finally exposing the existence of superhumans.
",upload.wikimedia.org/wikipedia/en/0/01/Glass_%282019_poster%29.png,2019,https://en.wikipedia.org//wiki/Glass_(2019_film)
8,Close (2019 film),"While in South Sudan on a routine mission, close protection officer Sam Carlson saves two journalists she is protecting when their vehicle is attacked by local insurgents.
Zoe Tanner, the troubled child and heir of recently deceased business tycoon Eric Tanner, discovers she has been left all of her father's shares in his company, Hassine Mining. This shocks and angers her stepmother, Rima Hassine, whose family founded the company and who has taken over Eric's position as CEO. Having succeeded in negotiating a billion dollar deal for phosphate mining in Zambia, Rima demands that Zoe accompany her to the family house in Morocco while she completes the deal.
Rima hires the female Sam to act as Zoe's bodyguard for the trip, as her previous, married, bodyguard was fired for having sex with Zoe. Upon arriving at the family's fortified kasbah, Zoe demands that Sam remain for the full time she has been paid, and stay the night. Later that evening the safehouse's security system is breached, locking the property down and trapping its inhabitants. Heavily armed intruders kill multiple members of the security team. The intruders make their way to Zoe's room, killing en route the head of security, Alik.
Zoe escapes with Sam, and they are picked up by responding police officers. Although the officers assure them they are being taken to a police station, Zoe (who speaks Arabic) overhears them discussing a private address and money. Sam fights and disarms the officers, but Zoe ends up shooting one of them with Sam's sidearm. The two escape on foot into Casablanca and take refuge in a hotel. News of the incident causes share prices in Hassine Mining to drop considerably, potentially enabling their competitor Sikong to steal the deal.
Sam promises to get Zoe out of the country and is later joined by her boss and former lover, Conall. Their escape plan is for the three of them to travel as a family to Tangier and take the ferry to Spain. They are ambushed at the hotel by men who kill Conall. Sam saves Zoe from being taken by brutally fighting and killing two of the men.
Unable to leave the country without passports, Sam and Zoe travel to Hassine Mining headquarters to meet Rima. There they witness her in the car park with one of the suspicious men from the hotel. They follow him to a local marina, but Sam is noticed and the two fight; Sam impales him with a large fishing hook. Looking through his wallet, Sam and Zoe discover he is a police officer and had Rima's login details for the house security system.
While meeting with the selling company, Rima is confronted by a member of the competitor Sikong, who makes further threats on Zoe. Sam and Zoe return to the abandoned safehouse, where Zoe discovers that Sam previously had a child whom she put up for adoption at 16. During a meeting to finalize the mining deal, Rima receives a notification that her phone has been accessed by the house security system, and she leaves without signing the mining deal. The house is surrounded by corrupt members of the police, who refuse to allow a detective from Casablanca working with Rima to enter.
Rima arrives by helicopter. She reveals to Zoe that she is being blackmailed by Sikong and that she is not responsible for the attempts on her life. She is attacked by the mercenaries and corrupt officers, although Zoe and Sam intervene and eventually save her. Sam is wounded in the wrist. With Zoe and Rima safe, and the threat over, Sam leaves to head home but promises Zoe she will call her daughter.
",upload.wikimedia.org/wikipedia/en/thumb/d/dc/Close_poster.jpg/220px-Close_poster.jpg,2019,https://en.wikipedia.org//wiki/Close_(2019_film)
9,The Standoff at Sparrow Creek,"Gannon, an ex-police officer, is eating a meal one night, when he hears automatic gun shots and explosions in the distance. Listening to a police radio, he hears news that there is a gunman opening fire at a police funeral, and that the suspect has fled on foot. Gannon drives to a secluded warehouse where he meets 6 other members of a local militia of which he is a member. They discover one of the rifles in the armory is missing, as well as body armor and grenades, confirming someone in the group is the gunman. They resolve to stay in the warehouse all night until they can find out which of them carried out the shooting; none of the members will admit. The group's prime suspects are Morris, a former member of the Aryan Brotherhood, and Keating, a young man who never speaks.
While Beckmann mans the radio equipment and a fish tracker to see if anyone is approaching the warehouse, Gannon speaks to Noah, who he knows is an undercover officer assigned to the militia, and resolves to keep him safe through the investigation. Gannon first interrogates Morris, who admits to the shooting as revenge for the police covering up the rape and killing of his daughter, but the militia's de facto leader Ford intervenes, telling Gannon that Morris is lying to bring attention to his daughter's murder. Ford suspects Noah, whom he threatens to kill if he doesn't admit to the shooting.
Beckmann hears over the radio that more militia shootings are taking place, inspired by the initial shooting, and attempts to broadcast that their militia has nothing to do with the shooting, to no avail. Keating finally speaks to Gannon, saying he doesn't speak because he prefers to be alone; Gannon reads from Keating's journal, in which he professes a desire to shoot up his school, and Keating neither confirms or denies that he carried out the shooting. Gannon decides that he needs to die in order to give the police a scapegoat, citing an incident where he was forced to kill his partner in order to maintain his cover and give the police a reason to arrest members of the Ku Klux Klan, but before he can shoot himself, Keating admits to the shooting and confesses over the radio. However, the police believe the confession to be false, mentioning that they've received multiple confessions in the last hour.
Ford believes Gannon is protecting Noah, who he feels connected with through their mutual history as police officers, and strings Noah up from a noose in the warehouse. However, the execution is interrupted by the arrival of a squad of police cars. Gannon and Noah both exit the warehouse and surrender to the police, as Gannon tells Ford to tell the police that they both carried out the shooting. The rest of the militia confront the police, armed with rifles and wearing body armor, but as soon as one of them makes a move, the police open fire, killing all of the members except the surrendering Gannon and Noah. Noah then admits that the police faked the shootings to get the militia to distrust each other and give his squad a reason to eliminate the militia. Gannon almost shoots Noah, but relents and gives him his gun, letting him walk away. The police ask Gannon if he wants to rejoin them; the film cuts to black before he decides.
",upload.wikimedia.org/wikipedia/en/thumb/c/c8/The_Standoff_at_Sparrow_Creek_poster.jpg/220px-The_Standoff_at_Sparrow_Creek_poster.jpg,2019,https://en.wikipedia.org//wiki/The_Standoff_at_Sparrow_Creek
